"PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","RAIN","WSPM","wd_coarse"
31.3962808777638,93.8957353256122,15.8915064006873,19.9055454964059,498.556998238044,75.289401321493,-0.5,1024.5,0,5.7,"N"
29.2605446797416,47.905086935439,8.54056951370408,34.6727494332137,891.179582484348,12.7309877993853,-0.7,1025.1,0,3.9,"N"
26.351894436075,51.7577985871053,13.7768093570658,24.7848752893924,579.592230000513,44.0224887944169,-1.2,1025.3,0,5.3,"N"
6.36540701724104,22.9747189796851,3.65686601344814,12.5796387204083,254.102055125713,90.4262839412289,-1.4,1026.2,0,4.9,"N"
22.4626781955074,27.2723561502191,11.0196796064643,46.9579080342972,871.241370236121,8.70443558582584,-1.9,1027.1,0,3.2,"N"
17.3401775792528,31.5740925338487,7.36349867623276,26.6533008456726,519.924643084871,17.364221552659,-2.4,1027.5,0,2.4,"N"
31.0438060973932,41.5082892329099,9.72596576993897,27.0775324087,751.248911929403,75.5617443048256,-2.5,1028.2,0,2.2,"N"
12.7091234093431,31.2775326183164,6.35507075311863,30.1247276787673,460.10505898344,52.6241140600867,-1.4,1029.5,0,3,"N"
4.25162446637962,12.7037246771367,5.14120227416008,16.2081631025965,249.511573450131,23.7505084506088,-0.3,1030.4,0,4.6,"N"
15.7401412477073,60.8812965896199,8.33808706342803,19.9613594542318,329.704078337029,49.417278478439,0.4,1030.5,0,5.5,"N"
10.4745270659574,23.4760159572372,9.65514595945536,18.4248054887553,281.734569388467,70.9197794399544,1.4,1030.2,0,5.2,"N"
6.51702971850838,14.9069629133746,7.00718477667059,15.9026927742736,217.024188373513,60.4427086540824,2.9,1029.8,0,5.3,"N"
13.9143464118484,73.8994819418376,11.0617407542049,19.8857710203838,298.940726786309,78.3227479486597,4,1028.6,0,4.6,"W"
18.667525760402,49.5430572661271,4.74453850811147,26.8666336378695,407.316016061841,50.5252750247341,5,1027.8,0,4.5,"N"
16.6112002026231,37.3553307449987,6.02117779365503,23.485845956621,355.279526539827,44.63975468483,6.2,1027.6,0,4,"N"
16.9934526019046,30.76797480823,4.2402721145811,26.9020129886713,528.230512572349,29.8623771901642,6,1027.7,0,2.1,"N"
14.5555678379964,20.5341372687469,2.90165842063158,22.3551317961204,488.895279902739,26.2859704458683,5.6,1027.7,0,1.8,"N"
14.7044268423684,18.6001932690881,3.38860289078086,22.0854273921641,352.47759478242,109.540041187189,4.4,1028.2,0,3.5,"N"
37.8601167818433,39.6768594180946,5.95763221846963,39.3809002099577,1004.20512480079,14.3250237777787,3.2,1029.4,0,0.5,"N"
18.0655775724757,34.3418757770884,4.01230647447807,57.2975962949107,666.047681066188,7.76925397860997,3,1030.1,0,1.1,"N"
33.9372352858788,37.9516977860391,19.5867821254764,46.9796407464205,752.351573130014,27.07719227648,1.6,1031.3,0,1.2,"E"
18.1117999726942,23.180593647553,10.2694011372666,31.2353417358479,573.192975399523,60.8464679229151,0.8,1032.4,0,1,"N"
10.4012682880392,23.5525587758182,5.11090042852831,40.8240103593073,517.01573584184,9.84154316913371,0.1,1032.9,0,1.8,"E"
10.1844851397472,15.3791474889982,6.71142044837714,20.402093665506,538.673724486089,26.9344856754398,-0.5,1032.8,0,2.1,"N"
53.093431808581,67.5745777415547,9.49204326658436,88.3736440312929,1774.68905770677,3.42811371968551,-0.7,1033,0,0.6,"E"
65.2966480477337,95.4872681070105,26.5285665333586,139.015909755285,1535.90375530742,4.59860163882824,-1.6,1033.2,0,0,"E"
13.325294062184,21.4554027819304,7.03801272728432,71.354091116926,710.684918221385,9.316232078548,-2.4,1032.1,0,0.8,"N"
28.5593916827582,39.4134016077673,22.6651649538762,58.2510753261878,720.243329021618,19.5801639551809,-2.3,1031.3,0,1.5,"N"
16.5464956704525,25.0262565112664,6.06113862029659,42.1527283428204,761.78069530733,7.57775601281608,-1.9,1031.9,0,1.4,"N"
22.1256035209305,21.4966128475424,9.43346048205294,38.8904773979654,684.197722565036,13.7074583490086,-0.9,1031.7,0,1.6,"N"
38.7268651566116,39.9594548826246,7.93319030470612,81.8796396960743,1183.72054426376,5.01474624519388,0.1,1031.7,0,0.5,"N"
40.8354571935874,56.6650861784502,22.875578215033,76.866931377127,1369.12521488216,12.3423145064519,1.5,1031.2,0,0.6,"E"
14.1280608958507,29.6314414289231,7.44241391179152,21.5222905990813,439.67578806185,32.3828466179981,2.6,1030.2,0,3.1,"S"
42.1044966391523,53.5700569112258,12.9540350997996,65.135151829734,843.565575897628,11.1917045228185,3.8,1029,0,1.1,"S"
56.9730113756109,67.3138750156811,8.91236354792453,48.817689033964,853.801193905529,14.4022929182497,3.8,1027.6,0,1,"S"
72.2228782101527,105.635703875177,16.5906281344793,86.8314831248216,916.084990515413,9.74200300514221,3.9,1026.8,0,0.4,"S"
98.7827101371216,139.123145202087,47.376148816417,73.6360148179488,1340.62094345451,14.9335139532082,4.3,1026.2,0,1.5,"S"
19.8879647781737,28.5190915986699,9.32100533912624,28.9305126495333,480.830347754532,61.9287998027228,4.1,1025.4,0,1.9,"S"
26.8101538799708,32.5732370056437,17.779495347963,38.9534560050056,578.888502352734,19.6041754194897,3.2,1025.3,0,1.3,"W"
67.3051757041289,54.5481151393899,11.6919696341023,115.12236069953,2060.496656611,3.57011138925771,2.2,1025.4,0,0.4,"N"
60.0851088674367,97.3778070726363,15.2677561665246,77.8796603007461,1435.18281247442,8.33646974212138,1.6,1025,0,0.1,"N"
38.604759452221,37.1946647746212,10.4660210040322,60.0409117908232,1124.16266654125,12.8044060591163,0.7,1025,0,1,"N"
118.701199214466,156.744862987563,26.1082570428906,71.7404620075733,2020.39930418263,5.59713397793141,0.5,1024.8,0,0.2,"N"
45.0869613771053,76.9971386518701,14.2850416491254,81.8365204584609,1861.13641085605,6.4318758298021,-1,1024.2,0,0,"E"
46.8561670031066,52.7496953045522,24.5392097629809,81.1124057532703,1608.96737041313,2.68096765236092,-1.3,1023.2,0,0,"N"
59.2442585143486,91.3405938163985,7.35509861020396,72.4988243327368,1696.60333110558,2.6354028944073,-2.2,1022.3,0,0,"N"
73.9649919569629,82.6006188505978,32.6534563447416,80.5687334566025,1681.57662255361,8.69335411665861,-1.8,1021.4,0,0.7,"W"
222.711511909812,210.674522377159,83.3711755198308,109.232182815176,3859.54723554857,9.34297609083134,-2.4,1020.4,0,1.3,"E"
111.112268205056,145.189161249609,32.8418188066789,60.881481662079,2078.29832802667,5.83326449166011,-3.3,1019.4,0,1.2,"E"
228.040660251432,349.118451411152,45.7298605306413,102.526714968527,3151.17271569185,3.61677967174762,-4.2,1019,0,0.1,"E"
155.344099201068,123.048878581586,29.8675820069594,74.8633179325679,3189.31675303305,8.05153155383662,-5.2,1018.5,0,0.9,"N"
496.67989437492,550.637345973897,196.3095649588,140.289037631995,6047.05170570524,9.4580981417253,-5.4,1018.3,0,0,"E"
187.89679390361,149.019088266353,37.9772493076727,105.012023574721,2982.88562853269,2.76436997567827,-3.3,1018.6,0,0.1,"N"
138.656045520672,158.086389490671,21.1674712380855,80.46010537057,1831.22230900675,3.68554319069859,1.2,1018.1,0,0.8,"N"
197.683381101981,207.759324301679,48.1983313417079,99.7307002143448,1911.12757068508,18.9598251636708,4,1017.6,0,0.6,"S"
87.4916249511354,143.005200515511,21.2280659764144,76.0808885354562,1712.72721230383,8.8543338273244,6.8,1016.7,0,1.1,"S"
61.0751101974184,110.492920571781,11.6291875341877,104.776441225903,1282.29656000606,7.58219067940392,9.5,1015.6,0,0.5,"W"
37.359173472701,48.6222569462725,10.3333278535383,53.493753321731,921.40943331584,24.610022222898,13.4,1014.4,0,1.8,"W"
53.7867873075149,94.8256061824192,6.09542646065871,21.4992537472942,487.293834485868,56.9646293364514,15.5,1013,0,4,"N"
22.0822621070531,74.2652694720371,4.07060991445113,20.5414554757625,306.731327718937,140.947221509264,16.4,1012.4,0,7,"W"
22.9486858349502,43.3540494343056,5.36832293800119,21.4869694960529,498.745073945483,64.3317451107732,16.6,1012,0,4.7,"W"
63.1223734545074,97.319617238041,16.2885731214904,79.4792163548378,1545.94696125018,27.2551181864257,15.8,1012.2,0,1.3,"E"
70.047188253938,129.00256742635,10.2462856122653,68.8416144591894,990.116886553462,30.8322448129403,12.6,1013,0,1.3,"S"
66.9321219152234,102.635224780893,25.507503212453,91.1984670055191,1028.53632270579,19.4499358939443,9.9,1014.1,0,1,"W"
124.707184488262,177.463427189953,32.7453464656415,134.527920423242,1862.68670861948,3.40045606278299,6.8,1014.9,0,0,"W"
130.185506438689,160.930869943827,23.2984099420657,108.000938551649,3431.11409838529,2.96450813305365,5.2,1015.2,0,0,"W"
77.4058891715598,130.215193843104,14.652678951364,96.3400051453392,1965.61376726676,5.14806038843973,4,1015.4,0,0.2,"N"
112.288270650628,214.659813609274,19.613412843322,117.441494240724,1943.0598636611,4.32631222242779,2.7,1015.8,0,0.4,"W"
113.202500865499,185.370480642969,14.8991260384202,105.66639420169,1560.71986818152,7.6645009985474,7.1,1016.7,0,0.4,"N"
24.7238779326651,48.6607753831595,8.80724862482428,21.7558338040792,590.39771929615,47.7821040812151,9.9,1017.5,0,4.9,"N"
14.2472969930867,25.0889379563724,4.22570682957816,23.4199382666356,355.986629395075,51.7122247666745,9.3,1018.4,0,3.6,"N"
89.0384607042396,82.3945744589256,20.0030043098261,68.7306514751188,1618.72025893063,19.2315830615411,8.4,1018.7,0,1.5,"N"
20.1726639025629,60.3467652462804,5.61265301922499,30.4286281070587,403.451920399445,18.2153771617975,7.4,1018.6,0,3.6,"N"
33.8568098532849,70.5600317482973,9.95173748353435,31.8394822653938,759.392484733782,26.9059329921795,6.2,1019.6,0,2.7,"N"
40.5017613580203,54.9679563560862,15.1683003142071,64.2478956366514,962.148708025112,15.2825731810794,6,1020.1,0,2.4,"N"
29.8783670674438,41.7948559472017,12.4639346883353,41.1851602505391,852.863667607348,27.0929260276794,4.2,1020.8,0,2,"N"
35.4881693625889,47.0865084869769,5.64736032620204,28.1330416510381,527.122530191907,15.5969754449675,7.2,1021.5,0,3.2,"N"
10.2839341574413,18.6796927445648,4.61831263218467,27.1620058353806,372.906292468838,30.1201584610971,8.6,1022.3,0,2.8,"N"
33.7332551988015,51.1209698469739,6.98314336745457,49.8236775915038,654.556720600314,28.595416936195,9.9,1022.6,0,2.4,"N"
37.3375807658964,53.0965344730239,5.46439601119778,63.8308046475761,814.586535862246,4.18897189377298,11.5,1022.3,0,0,"N"
11.4851000316564,13.6936243674119,4.18941148729237,27.1102978578722,359.664956092723,58.1161082527776,12.3,1022,0,2.4,"N"
