"PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","RAIN","WSPM","wd_coarse"
20.6518448978258,64.8156100199325,11.9531211893697,15.3843692177881,354.246680227423,117.115934199171,-0.5,1024.5,0,5.7,"N"
27.1160971963902,49.0366371941946,6.09681127639982,35.023784543329,819.272197352143,9.49114792964061,-0.7,1025.1,0,3.9,"N"
18.9060588675799,38.7884143636915,10.0356979597011,21.1633950745009,438.034009070694,53.0247948593077,-1.2,1025.3,0,5.3,"N"
4.43836540069927,18.0536024069528,2.42964994411713,10.638840868221,190.571366640666,103.486243021874,-1.4,1026.2,0,4.9,"N"
23.8409169210241,31.3106864742703,8.90352512041888,53.9499841117572,855.754791646483,5.29763119533914,-1.9,1027.1,0,3.2,"N"
19.5832036813679,39.1883621800882,6.45678842843419,30.0633309004395,511.155436126651,11.2779997088318,-2.4,1027.5,0,2.4,"N"
38.9829955827392,54.332936657337,9.51715299645304,30.0668062123629,806.726576665217,60.5885351205691,-2.5,1028.2,0,2.2,"N"
15.3099529177385,42.9485903855788,5.92315415398063,33.7241068545429,484.2237504986,39.1297322967305,-1.4,1029.5,0,3,"N"
4.02623348700664,13.4814427798697,4.61192963994525,15.3004645334307,230.770514570442,20.3701721543006,-0.3,1030.4,0,4.6,"N"
14.9344590872625,63.0178671914112,8.17763522221491,17.2518676838082,291.578398630198,61.0701571614277,0.4,1030.5,0,5.5,"N"
9.87738044470366,22.8986007206821,9.77899953015496,15.7340843887993,257.555384345674,89.7919494225972,1.4,1030.2,0,5.2,"N"
5.68307429020276,13.1931521196044,7.05655496318024,12.8809044093338,193.992455453792,82.9612639411951,2.9,1029.8,0,5.3,"N"
21.5543101393066,128.552342791743,15.7811729280525,22.258021592762,410.602146398956,58.1053181188863,4,1028.6,0,4.6,"W"
19.2548881930802,55.7840814815955,4.326060959137,23.8331330585774,411.39071955221,58.006655411628,5,1027.8,0,4.5,"N"
18.2106854087734,44.3614254698985,5.89100050322705,20.9836383509585,375.435329226583,47.9343985593534,6.2,1027.6,0,4,"N"
22.5702447007946,41.6722450636735,5.01160008343682,26.4023533361963,662.19753928028,29.4119195022425,6,1027.7,0,2.1,"N"
19.1721203615386,26.2199822895405,3.45520785705179,21.6328340690835,611.931911303229,26.4852393978377,5.6,1027.7,0,1.8,"N"
17.0370979695748,21.9023572100418,3.21612642960336,20.501324699467,386.75268147997,120.057499829746,4.4,1028.2,0,3.5,"N"
60.9424076997754,53.695265257831,10.5799526220794,41.6273889822311,1406.43796842758,16.507937882455,3.2,1029.4,0,0.5,"N"
28.4310684257809,52.5054267073652,5.96618259829755,67.3391774315807,891.431663651644,6.52330913122971,3,1030.1,0,1.1,"N"
52.1542442598016,57.1960846130602,30.1355248066568,50.4653727550059,941.299328801968,25.849601654595,1.6,1031.3,0,1.2,"E"
32.1716399443783,37.4979170983979,19.2308884148578,35.1039823280885,814.359981534008,63.0690946271922,0.8,1032.4,0,1,"N"
17.1200737756517,40.4330454894671,7.46774212110715,49.5326615187982,686.116097989262,6.7266233422082,0.1,1032.9,0,1.8,"E"
16.7876347717654,26.0378403870149,9.29203344380051,22.9745589750206,729.661454955815,19.0857602807969,-0.5,1032.8,0,2.1,"N"
